Id,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Category
3938,1,1,2,12,1,1,1,13,1,6,6,1,0,0,1,0,0,19,0,0,7,7,7,14.20857142857143,0,0,8,9,8,15.127777777777778,0,11.1,0.6,2.02,Graduate
472,1,1,1,14,1,1,1,23,14,8,11,0,0,0,1,0,0,23,0,0,6,11,6,11.875,0,0,6,9,5,12.833333333333334,0,11.1,0.6,2.02,Dropout
541,1,1,1,9,1,1,1,13,14,6,8,0,0,0,1,1,0,20,0,0,5,8,5,10.0,0,0,5,10,2,12.0,0,7.6,2.6,0.32,Enrolled
1442,1,8,6,11,1,1,1,1,1,5,4,1,0,0,1,1,0,18,0,0,6,6,6,14.0,0,0,6,6,6,14.666666666666666,0,11.1,0.6,2.02,Graduate
1002,1,1,1,2,1,1,1,3,4,3,6,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate
3625,1,1,1,10,1,1,1,13,28,8,6,0,0,0,1,0,0,20,0,0,6,13,1,10.0,0,0,6,13,1,13.0,0,9.4,-0.8,-3.12,Enrolled
2056,1,17,1,4,1,16,1,1,14,10,8,0,0,1,1,0,1,24,0,7,12,13,12,12.846153846153848,0,5,11,13,11,12.636363636363637,0,8.9,1.4,3.51,Graduate
1273,2,16,1,16,1,1,1,22,27,8,9,0,0,0,1,0,0,35,0,0,7,7,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
4152,1,1,3,6,1,1,1,8,14,12,12,1,0,0,1,0,0,18,0,0,5,6,5,13.333333333333334,0,0,5,7,4,14.8,0,7.6,2.6,0.32,Graduate
2563,1,1,1,10,1,1,1,23,1,3,5,0,0,0,1,0,0,20,0,0,6,11,1,12.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Enrolled
2808,1,1,1,15,1,1,1,1,28,10,10,0,0,0,1,0,1,18,0,0,6,6,6,12.166666666666666,0,0,6,8,6,12.666666666666666,0,12.4,0.5,1.79,Graduate
2445,1,12,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,34,0,0,7,15,6,11.333333333333334,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,Enrolled
3693,1,8,5,7,1,1,1,13,27,10,8,1,0,0,1,1,1,19,0,0,5,9,5,12.6,0,0,5,8,2,12.5,0,8.9,1.4,3.51,Dropout
2786,1,12,1,15,1,7,1,23,1,6,5,1,0,0,1,1,0,28,0,0,6,11,3,13.0,0,0,6,15,1,12.0,0,7.6,2.6,0.32,Dropout
1736,1,1,6,12,1,1,1,3,1,3,2,1,0,0,1,1,0,18,0,0,8,10,8,13.05375,2,0,8,10,8,13.05375,2,9.4,-0.8,-3.12,Graduate
474,1,12,1,11,1,7,1,19,24,1,1,1,0,0,0,0,0,28,0,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
3014,1,1,6,12,1,1,1,1,27,8,8,1,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout
2008,1,1,1,2,1,1,1,22,27,10,8,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
3263,1,1,2,6,1,1,1,22,1,10,10,1,0,0,1,0,1,18,0,0,5,6,4,15.75,0,0,5,5,5,13.8,0,10.8,1.4,1.74,Graduate
539,1,9,3,15,1,1,1,13,1,10,10,1,0,0,1,1,0,19,0,0,6,9,4,12.5,0,0,6,6,6,11.333333333333334,0,10.8,1.4,1.74,Dropout
3529,1,1,1,12,1,1,1,10,1,5,11,0,0,0,1,1,0,20,0,0,7,9,5,12.7,0,0,8,9,7,13.475,0,13.9,-0.3,0.79,Enrolled
4061,1,14,1,8,1,1,1,2,1,3,4,1,0,0,1,0,0,22,0,0,5,11,4,12.25,0,0,5,9,5,13.285714285714286,0,12.7,3.7,-1.7,Graduate
2824,1,1,5,12,1,1,1,3,14,5,9,1,0,0,1,0,0,19,0,0,7,11,5,11.716666666666669,0,0,7,8,5,13.7,0,13.9,-0.3,0.79,Enrolled
887,1,14,2,10,1,1,1,22,27,10,8,1,0,0,1,0,1,53,0,4,7,16,6,11.0,0,2,7,9,7,11.0,0,9.4,-0.8,-3.12,Graduate
4409,2,14,1,17,0,1,1,22,27,5,2,0,0,0,1,1,0,38,0,0,5,5,5,14.6,0,0,5,6,5,14.333333333333334,0,13.9,-0.3,0.79,Graduate
483,1,15,1,6,1,14,1,23,28,10,8,0,0,0,1,0,0,20,0,2,6,9,6,12.666666666666666,0,1,6,12,2,13.0,0,13.9,-0.3,0.79,Enrolled
1989,1,1,5,14,1,1,1,4,1,5,11,1,0,0,1,0,0,18,0,0,6,10,4,11.25,0,0,6,11,5,12.2,0,8.9,1.4,3.51,Enrolled
935,1,1,3,2,1,1,1,1,1,4,4,1,0,0,1,0,0,20,0,6,12,12,12,13.25,0,4,11,14,11,14.333333333333334,0,8.9,1.4,3.51,Graduate
2956,1,4,1,12,1,3,1,22,27,10,6,0,0,0,1,0,0,36,0,0,7,7,0,0.0,7,0,7,7,0,0.0,7,16.2,0.3,-0.92,Dropout
504,1,1,2,12,1,1,1,22,1,8,8,1,0,0,1,0,1,18,0,0,8,12,7,11.721428571428572,0,0,8,12,7,11.721428571428572,0,12.7,3.7,-1.7,Graduate
3903,2,12,1,9,1,1,1,23,27,5,8,1,0,0,0,0,0,39,0,0,5,12,3,10.666666666666666,2,0,5,15,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout
2278,1,1,1,5,1,1,1,1,1,5,10,1,0,0,1,1,0,19,0,0,6,7,5,11.4,0,0,6,10,3,11.0,3,7.6,2.6,0.32,Enrolled
2181,1,8,1,10,1,1,1,13,14,6,5,0,0,0,1,0,1,18,0,0,6,8,5,10.8,0,0,6,9,6,10.5,0,12.4,0.5,1.79,Graduate
2625,1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,24,0,0,5,10,0,0.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,Dropout
2435,1,13,1,7,1,1,1,23,27,6,9,1,0,0,1,1,0,21,0,0,5,10,5,13.0,0,0,5,10,5,12.6,0,9.4,-0.8,-3.12,Graduate
64,1,14,1,5,1,1,1,1,1,4,4,0,0,0,1,1,0,24,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Enrolled
1214,1,1,4,12,1,1,1,13,14,8,10,1,0,0,1,0,1,18,0,0,7,9,6,13.533333333333331,0,0,7,7,7,12.228571428571428,0,12.4,0.5,1.79,Enrolled
312,1,8,2,9,1,1,1,13,14,5,9,0,0,0,1,0,1,18,0,0,5,5,5,11.2,0,0,5,5,5,11.8,0,11.1,0.6,2.02,Graduate
2777,1,14,2,14,1,1,1,3,3,6,6,1,0,0,1,0,0,19,0,0,5,5,4,13.75,0,0,6,9,5,12.6,0,12.7,3.7,-1.7,Enrolled
586,1,8,1,6,1,1,1,23,14,12,12,0,0,0,1,0,0,19,0,0,5,7,3,12.0,0,0,5,7,5,13.2,0,7.6,2.6,0.32,Graduate
988,1,1,1,10,1,1,1,2,2,4,5,1,0,0,1,1,0,19,0,0,6,11,3,12.0,0,0,6,12,2,10.0,0,11.1,0.6,2.02,Dropout
3754,1,12,1,6,1,12,1,13,27,8,12,0,0,0,1,0,0,26,0,0,5,11,1,12.0,1,0,5,12,0,0.0,4,10.8,1.4,1.74,Dropout
2935,1,14,1,15,1,1,9,19,24,12,12,0,0,1,1,0,0,23,1,0,6,11,1,16.0,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Dropout
2342,1,14,1,4,1,1,1,2,4,5,2,0,0,0,1,1,0,35,0,16,18,22,18,11.666666666666666,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,Graduate
4394,1,1,4,12,1,1,1,23,1,10,11,1,0,0,1,0,0,18,0,0,8,8,8,14.88875,0,0,8,8,8,14.88875,0,9.4,-0.8,-3.12,Graduate
3624,1,1,2,9,1,1,1,3,14,3,5,1,0,0,1,0,0,21,0,0,5,9,3,11.666666666666666,0,0,5,9,4,11.75,0,8.9,1.4,3.51,Graduate
2023,1,1,1,5,1,1,1,1,10,6,9,1,0,0,1,1,0,19,0,0,6,6,6,11.5,0,0,6,8,6,12.285714285714286,0,8.9,1.4,3.51,Graduate
3869,1,12,1,6,1,1,1,1,1,5,5,0,0,1,0,1,0,31,0,0,5,13,4,13.5,1,0,5,12,3,11.666666666666666,1,9.4,-0.8,-3.12,Dropout
1634,2,12,1,17,0,1,1,22,27,10,11,0,0,0,1,1,0,49,0,0,5,6,5,12.2,0,0,5,9,5,11.8,0,15.5,2.8,-4.06,Graduate
2438,1,4,1,4,1,3,1,1,28,10,8,1,0,0,0,1,0,32,0,11,17,31,11,12.727272727272728,4,10,12,24,10,12.7,1,15.5,2.8,-4.06,Dropout
1931,1,8,1,14,1,1,1,23,28,6,8,1,0,0,1,0,0,19,0,0,6,7,6,14.571428571428571,0,0,6,7,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
190,1,1,1,11,1,1,1,13,28,10,9,0,0,0,1,0,1,21,0,0,6,7,6,12.0,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate
2170,1,1,5,12,1,1,1,1,1,6,9,1,0,0,1,0,0,19,0,0,8,8,7,13.714285714285714,0,0,8,8,7,13.714285714285714,0,12.7,3.7,-1.7,Graduate
4179,1,8,4,12,1,1,1,3,14,5,8,1,0,0,1,0,1,18,0,0,7,8,7,14.15,0,0,8,8,8,14.51125,0,15.5,2.8,-4.06,Graduate
2412,2,12,2,17,0,1,1,22,27,10,10,0,0,0,1,0,0,43,0,0,5,11,3,10.666666666666666,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,Enrolled
2230,1,1,4,2,1,1,1,1,28,5,9,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate
3444,1,1,2,5,1,1,1,1,14,4,4,1,0,0,0,0,0,18,0,1,6,8,6,11.714285714285714,1,0,6,11,4,11.333333333333334,0,13.9,-0.3,0.79,Dropout
3916,1,8,1,3,0,1,1,23,27,7,7,0,0,0,1,0,1,24,0,0,6,11,4,12.0,0,0,6,7,6,13.0,0,10.8,1.4,1.74,Graduate
3374,1,1,1,10,1,1,1,13,28,10,8,1,0,0,1,0,1,22,0,0,6,6,6,12.166666666666666,0,0,6,6,6,12.5,0,12.4,0.5,1.79,Graduate
2497,2,1,2,3,0,1,1,22,1,10,11,1,0,0,1,0,0,43,0,0,6,6,6,13.0,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,Graduate
2487,1,9,1,9,1,1,1,13,1,10,8,1,0,0,1,1,0,20,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout
4260,1,12,1,4,1,1,1,22,27,10,10,0,0,1,0,0,0,48,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
1768,1,4,1,12,1,3,1,3,14,3,7,0,0,0,1,1,0,27,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout
3723,1,8,2,7,1,1,1,1,1,5,5,1,0,1,1,1,0,18,0,0,5,10,1,12.0,0,0,5,7,3,10.666666666666666,2,7.6,2.6,0.32,Dropout
2456,1,12,1,5,1,1,1,22,27,8,8,0,0,0,1,1,0,55,0,0,6,6,6,14.5,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
4255,1,4,1,3,0,4,1,2,3,3,3,0,0,0,1,0,0,18,0,10,16,24,13,13.846153846153848,0,7,11,15,9,12.555555555555555,0,15.5,2.8,-4.06,Dropout
3238,1,8,4,12,1,1,1,1,1,5,5,1,0,0,1,0,0,18,0,0,7,7,7,14.424285714285714,0,0,8,8,8,13.9375,0,11.1,0.6,2.02,Graduate
4319,1,8,1,15,1,1,1,13,28,10,10,1,0,0,1,1,1,19,0,0,6,9,5,12.4,0,0,6,6,6,13.166666666666666,0,12.7,3.7,-1.7,Graduate
2590,1,12,1,4,1,1,1,13,14,10,10,0,0,0,1,0,0,30,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
2664,2,12,1,17,0,1,1,22,3,10,4,0,0,0,1,1,0,45,0,0,5,6,5,14.0,0,0,5,6,5,14.166666666666666,0,12.4,0.5,1.79,Graduate
1408,1,8,1,11,1,1,1,9,24,6,1,1,0,0,1,0,0,22,0,0,6,10,4,10.5,0,0,6,14,1,11.0,0,7.6,2.6,0.32,Dropout
3661,1,1,1,15,1,1,1,3,3,15,20,0,0,0,1,0,0,18,0,0,6,7,6,14.285714285714286,0,0,6,8,6,13.25,0,8.9,1.4,3.51,Graduate
592,1,15,1,14,1,14,1,22,1,10,5,0,0,0,1,0,1,20,0,2,6,9,6,12.125,0,2,6,7,6,13.571428571428571,0,11.1,0.6,2.02,Graduate
2905,1,8,1,15,1,1,1,3,1,3,4,1,0,0,1,0,0,19,0,0,6,7,6,12.5,0,0,6,7,6,12.5,0,10.8,1.4,1.74,Graduate
2192,1,12,1,4,1,1,1,3,1,3,5,0,0,1,0,1,0,35,0,0,6,8,5,16.166666666666668,0,0,6,10,4,16.0,0,8.9,1.4,3.51,Dropout
882,1,12,1,4,1,1,1,13,27,10,7,0,0,1,0,1,0,31,0,0,6,15,1,11.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
3613,1,1,1,7,1,1,1,1,10,4,4,1,0,0,1,1,0,19,0,0,5,7,3,12.0,0,0,6,10,2,10.5,0,11.1,0.6,2.02,Dropout
3505,1,8,3,9,1,1,1,22,27,6,8,0,0,0,1,1,0,18,0,0,5,10,0,0.0,1,0,5,13,0,0.0,0,9.4,-0.8,-3.12,Dropout
3512,1,1,1,2,1,1,1,13,14,2,2,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
3720,1,15,1,4,1,1,1,1,3,22,21,0,0,0,1,1,0,19,0,0,6,17,1,11.0,0,0,6,19,0,0.0,0,16.2,0.3,-0.92,Enrolled
246,1,8,3,12,1,1,1,13,27,8,7,1,0,0,1,0,1,19,0,0,8,8,7,13.151428571428571,0,0,8,8,7,13.151428571428571,0,10.8,1.4,1.74,Graduate
2772,1,1,1,12,1,1,1,13,27,4,9,1,0,0,1,1,0,19,0,0,8,10,5,12.858,3,0,8,10,5,12.858,3,9.4,-0.8,-3.12,Enrolled
2206,1,1,5,9,1,1,1,24,29,4,4,1,0,0,0,1,0,18,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,11.1,0.6,2.02,Dropout
3211,1,1,1,2,1,1,1,2,2,4,3,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled
4405,1,1,4,12,1,1,1,22,27,8,8,1,0,0,1,1,1,18,0,0,8,8,7,14.314285714285717,0,0,8,8,7,14.314285714285717,0,12.7,3.7,-1.7,Graduate
3001,1,1,2,12,1,1,1,4,1,3,11,1,0,0,1,0,0,19,0,0,7,9,7,13.422222222222224,0,0,8,11,7,12.18888888888889,0,15.5,2.8,-4.06,Graduate
1226,1,1,1,9,1,1,1,7,14,5,4,0,0,0,1,0,0,23,0,0,5,8,3,10.666666666666666,0,0,5,8,5,11.6,0,7.6,2.6,0.32,Graduate
4226,1,8,2,3,0,1,1,13,1,6,6,1,0,0,1,0,1,19,0,0,6,10,4,11.5,0,0,6,11,6,11.5,0,9.4,-0.8,-3.12,Dropout
4403,1,8,3,12,1,1,1,1,1,5,11,1,0,0,1,1,1,19,0,0,7,11,6,12.4125,0,0,8,12,7,11.2625,0,15.5,2.8,-4.06,Graduate
4017,4,12,1,3,0,1,1,22,27,10,8,0,0,0,1,0,1,43,0,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
3381,1,10,1,9,1,2,1,19,24,1,1,1,0,0,1,0,0,31,0,13,15,17,13,11.615384615384617,0,11,14,14,11,12.545454545454543,0,7.6,2.6,0.32,Dropout
2845,1,15,1,4,1,14,1,23,28,10,7,1,0,0,1,0,0,20,0,0,6,7,6,13.571428571428571,0,0,6,9,6,12.714285714285714,0,12.4,0.5,1.79,Graduate
3267,2,12,1,17,0,14,1,23,14,10,6,0,0,0,1,0,1,35,0,0,5,9,3,11.666666666666666,0,0,5,7,5,11.8,0,12.7,3.7,-1.7,Enrolled
781,1,8,1,14,1,1,1,1,1,6,5,1,0,1,1,0,0,20,0,0,6,10,2,11.666666666666666,0,0,6,10,4,10.5,0,15.5,2.8,-4.06,Dropout
3052,1,7,1,6,1,1,1,22,27,10,10,1,0,0,1,0,1,20,0,0,6,7,6,15.857142857142858,0,0,6,6,6,16.0,0,13.9,-0.3,0.79,Graduate
3878,1,14,4,12,1,6,1,23,27,6,10,1,0,0,1,0,1,19,0,0,7,7,6,13.55,0,0,7,7,6,13.55,0,7.6,2.6,0.32,Graduate
3942,1,8,3,10,1,1,1,3,3,3,3,1,0,0,1,0,0,19,0,0,6,10,6,12.0,0,0,6,12,4,11.0,0,12.7,3.7,-1.7,Graduate
2214,1,15,1,4,1,14,1,13,14,10,8,1,0,1,1,1,0,21,0,0,6,7,6,15.285714285714286,0,0,6,6,6,15.166666666666666,0,12.4,0.5,1.79,Graduate
3846,1,14,1,15,1,1,1,22,28,10,6,1,0,0,0,1,0,26,0,0,6,12,3,12.0,0,0,6,15,0,0.0,0,9.4,-0.8,-3.12,Dropout
1726,1,14,1,10,1,1,1,19,24,13,13,0,0,0,1,0,1,29,0,9,16,17,16,12.588235294117649,0,10,13,14,13,13.357142857142858,0,9.4,-0.8,-3.12,Graduate
796,1,15,1,5,1,1,1,1,1,10,9,1,0,0,1,0,0,19,0,2,7,7,7,13.0,0,5,9,9,9,13.22222222222222,0,12.4,0.5,1.79,Graduate
37,1,14,1,9,1,1,1,22,27,7,7,0,0,0,1,0,0,55,0,0,5,10,1,10.0,0,0,5,8,2,12.0,2,16.2,0.3,-0.92,Dropout
1638,1,12,1,14,1,7,1,22,27,6,4,0,0,1,1,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
1449,1,15,1,5,1,14,1,1,14,5,5,0,0,0,1,1,0,25,0,2,7,9,6,12.571428571428571,0,5,9,9,9,12.555555555555555,0,16.2,0.3,-0.92,Graduate
199,1,12,1,12,1,1,1,1,3,28,19,0,0,0,1,0,0,35,0,0,3,4,3,11.816666666666668,0,0,3,3,3,11.333333333333334,0,11.1,0.6,2.02,Enrolled
3046,1,1,1,6,1,1,1,1,1,10,8,0,0,0,1,0,0,19,0,0,5,7,3,12.333333333333334,0,0,5,7,4,10.25,0,7.6,2.6,0.32,Enrolled
3459,4,14,4,17,0,9,1,22,27,10,10,0,0,0,0,0,0,40,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
55,1,1,1,12,1,1,1,1,14,6,6,1,0,0,1,0,0,18,0,0,7,9,7,13.044444444444444,0,0,8,10,8,13.595,0,15.5,2.8,-4.06,Graduate
441,1,14,1,8,1,1,1,13,28,5,6,1,0,1,1,0,0,18,0,0,5,11,1,12.0,0,0,5,9,3,12.0,0,12.7,3.7,-1.7,Enrolled
2049,1,1,4,12,1,1,1,1,14,10,8,1,0,0,1,0,0,19,0,0,8,8,7,13.44285714285714,0,0,8,8,7,13.44285714285714,0,12.7,3.7,-1.7,Graduate
4082,1,8,3,11,1,1,1,22,14,6,6,1,0,0,1,0,0,19,0,0,6,8,4,11.25,0,0,6,8,4,12.0,0,10.8,1.4,1.74,Enrolled
413,1,4,1,17,0,15,1,22,27,7,7,0,0,0,1,0,0,26,0,3,5,5,5,14.0,0,1,5,5,5,15.6,0,12.4,0.5,1.79,Graduate
675,1,8,1,16,1,1,1,22,27,10,10,1,0,0,1,0,0,23,0,0,6,11,2,10.0,0,0,6,15,2,11.0,0,7.6,2.6,0.32,Dropout
3886,1,1,1,11,1,1,1,13,14,8,9,1,0,0,1,0,1,20,0,0,6,6,6,14.5,0,0,6,7,5,15.0,0,12.4,0.5,1.79,Enrolled
2491,1,1,2,9,1,1,1,1,1,10,7,0,0,0,1,1,0,19,0,0,5,9,5,10.8,0,0,5,13,2,13.5,0,8.9,1.4,3.51,Enrolled
3909,1,12,1,7,1,1,1,22,27,12,12,1,0,0,1,0,0,34,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
3303,1,1,4,6,1,1,1,23,27,10,10,1,0,0,1,0,1,19,0,0,5,5,5,13.6,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate
928,1,12,1,6,1,1,1,22,14,29,35,1,0,1,1,0,0,28,0,0,6,17,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Enrolled
3145,2,14,1,17,0,1,1,22,27,10,8,0,0,0,1,0,1,32,0,3,10,12,7,11.142857142857142,0,4,10,10,8,12.0,0,10.8,1.4,1.74,Graduate
1193,1,4,1,11,1,15,1,1,1,4,7,0,0,0,1,0,0,39,0,12,13,14,13,13.76923076923077,0,9,12,16,12,14.583333333333334,0,13.9,-0.3,0.79,Graduate
232,1,1,2,14,1,1,1,1,3,5,4,0,0,0,1,0,0,19,0,0,5,5,5,13.0,0,0,5,5,5,13.2,0,9.4,-0.8,-3.12,Graduate
333,1,1,1,3,0,1,1,22,28,10,11,0,0,0,1,0,0,19,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.666666666666666,0,12.7,3.7,-1.7,Graduate
49,1,1,1,10,1,1,1,22,28,10,10,0,0,0,1,0,1,19,0,0,6,7,5,12.333333333333334,0,0,6,7,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate
2733,1,8,2,10,1,1,1,1,14,5,11,1,1,0,1,0,0,18,0,0,6,15,2,10.333333333333334,3,0,6,13,3,13.333333333333334,0,12.7,3.7,-1.7,Enrolled
1655,1,1,2,6,1,1,1,23,1,10,4,1,0,0,1,0,0,20,0,0,5,11,5,12.333333333333334,2,0,5,7,5,12.6,0,9.4,-0.8,-3.12,Graduate
4227,1,1,6,10,1,1,1,23,1,8,5,1,0,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,Graduate
3689,1,14,1,8,1,1,1,1,1,2,2,1,0,0,1,1,0,33,0,0,5,12,1,13.0,2,0,5,7,3,14.0,0,9.4,-0.8,-3.12,Enrolled
2769,1,1,1,12,1,1,1,1,14,10,9,1,0,0,1,0,1,18,0,0,7,9,0,0.0,0,0,7,8,1,10.0,0,15.5,2.8,-4.06,Dropout
3710,1,8,4,6,1,1,1,23,28,23,30,0,0,0,1,1,0,21,0,0,5,7,4,12.25,0,0,5,7,5,12.0,0,7.6,2.6,0.32,Graduate
971,4,13,1,9,1,1,1,22,28,8,4,1,0,0,1,1,0,33,0,0,5,5,1,10.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
1674,1,8,4,12,1,1,1,1,1,5,10,1,0,0,1,0,0,18,0,0,7,7,6,12.766666666666666,0,0,7,7,6,12.766666666666666,0,7.6,2.6,0.32,Graduate
3850,1,14,1,17,0,1,1,22,14,10,10,0,0,0,0,1,0,47,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
3606,1,15,1,5,1,14,1,1,1,5,5,0,0,0,1,1,0,21,0,2,7,7,5,11.8,0,5,9,9,5,11.0,0,12.4,0.5,1.79,Dropout
3204,1,8,5,15,1,1,1,23,1,5,5,1,0,0,1,1,0,18,0,0,6,6,6,13.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
2048,1,8,4,12,1,1,1,3,1,3,6,1,0,0,1,0,0,18,0,0,7,7,7,13.457142857142856,0,0,8,8,8,15.125,0,13.9,-0.3,0.79,Graduate
1196,1,4,1,5,1,3,1,22,2,10,4,0,0,0,0,0,0,23,0,0,3,3,2,10.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
3051,1,13,1,9,1,1,1,3,28,3,6,1,0,0,1,0,0,19,0,0,5,8,2,11.5,0,0,5,10,3,10.857142857142858,0,10.8,1.4,1.74,Enrolled
3861,1,9,1,15,1,1,1,23,28,7,8,1,0,0,1,1,1,18,0,0,6,6,1,11.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
1584,1,1,1,15,1,1,1,22,14,10,10,1,0,0,1,0,1,18,0,0,6,8,5,13.0,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate
2305,1,1,3,5,1,1,1,22,27,10,10,1,0,0,1,1,1,22,0,0,6,6,6,11.666666666666666,0,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,Enrolled
2652,1,1,1,14,1,1,1,3,14,5,6,0,0,0,1,1,1,19,0,0,6,7,6,13.142857142857142,0,0,6,8,6,14.166666666666666,0,15.5,2.8,-4.06,Graduate
2705,1,12,2,9,1,1,1,13,5,5,2,1,0,0,1,1,0,24,0,0,5,8,3,10.666666666666666,1,0,5,5,1,14.0,0,9.4,-0.8,-3.12,Dropout
2079,1,1,5,12,1,1,1,23,28,8,8,1,0,0,1,0,1,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,Graduate
276,1,13,1,16,1,1,1,22,28,4,4,0,0,0,1,0,0,20,0,0,6,8,5,11.0,0,0,6,10,3,10.666666666666666,0,12.7,3.7,-1.7,Dropout
197,1,4,1,7,1,3,1,3,2,3,3,0,0,0,1,0,0,35,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout
313,1,8,4,16,1,1,1,23,28,6,8,1,0,0,1,0,1,20,0,0,6,8,5,13.4,0,0,6,9,5,13.666666666666666,0,9.4,-0.8,-3.12,Graduate
3247,1,8,5,6,1,1,1,1,28,5,8,1,0,0,1,0,1,20,0,0,6,7,6,15.428571428571429,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate
2806,1,9,2,15,1,1,10,22,14,10,8,1,0,0,1,0,1,22,1,0,6,8,5,11.6,0,0,6,7,6,12.0,0,9.4,-0.8,-3.12,Graduate
2477,1,1,1,11,1,1,1,13,28,10,10,1,0,0,1,1,0,23,0,0,6,8,6,12.666666666666666,0,0,6,10,5,12.2,0,7.6,2.6,0.32,Enrolled
1441,1,1,1,2,1,1,1,1,1,10,10,1,0,0,1,1,0,25,0,16,17,19,17,11.61111111111111,0,14,17,22,17,12.055555555555555,0,12.4,0.5,1.79,Graduate
510,1,1,2,5,1,1,1,4,1,3,4,1,0,0,1,0,0,18,0,0,6,8,4,10.75,0,0,6,9,0,0.0,0,9.4,-0.8,-3.12,Enrolled
28,1,1,1,9,1,1,1,13,1,10,10,1,0,0,1,0,0,20,0,0,5,6,5,12.0,0,0,5,6,5,12.333333333333334,0,16.2,0.3,-0.92,Graduate
347,4,12,1,17,0,1,1,22,27,7,7,0,0,0,1,0,0,39,0,0,5,6,5,11.0,0,0,5,9,5,11.666666666666666,0,10.8,1.4,1.74,Graduate
